Time,Name,Color,Mean_gray,Gray
805,mrfp1,red,143.51666666666668,"[141.08, 140.15, 149.32]"
805,NNN157D,purple,125.09833333333336,"[118.0, 141.64, 164.59, 91.93, 116.0, 118.43]"
810,mrfp1,red,143.25666666666666,"[141.08, 139.82, 148.87]"
810,NNN157D,purple,125.06,"[117.59, 142.07, 165.03, 91.44, 116.29, 117.94]"
815,NNN157D,purple,125.08833333333332,"[118.07, 141.34, 164.49, 91.88, 116.6, 118.15]"
815,mrfp1,red,143.29999999999998,"[140.8, 140.43, 148.67]"
820,mrfp1,red,143.11,"[140.95, 140.05, 148.33]"
820,NNN157D,purple,124.79333333333336,"[117.28, 141.47, 163.86, 92.07, 116.1, 117.98]"
825,mrfp1,red,143.05333333333334,"[140.74, 139.97, 148.45]"
825,NNN157D,purple,124.78499999999998,"[117.71, 141.26, 164.39, 91.34, 116.21, 117.8]"
830,mrfp1,red,143.10333333333332,"[140.47, 140.23, 148.61]"
830,NNN157D,purple,124.74833333333328,"[117.2, 141.64, 164.48, 91.53, 115.82, 117.82]"
835,mrfp1,red,142.67333333333332,"[140.1, 139.39, 148.53]"
835,NNN157D,purple,124.66666666666669,"[117.88, 141.46, 163.94, 91.57, 115.56, 117.59]"
840,NNN157D,purple,129.57000000000002,"[122.66, 146.05, 167.81, 96.14, 121.1, 123.66]"
840,mrfp1,red,147.46,"[145.37, 144.14, 152.87]"
845,mrfp1,red,142.90333333333334,"[140.45, 139.69, 148.57]"
845,NNN157D,purple,124.96166666666667,"[117.55, 141.7, 164.33, 91.45, 116.61, 118.13]"
850,mrfp1,red,143.30666666666664,"[141.35, 140.07, 148.5]"
850,NNN157D,purple,124.69,"[117.41, 141.32, 164.72, 90.93, 115.75, 118.01]"
855,mrfp1,red,147.33666666666667,"[145.16, 144.24, 152.61]"
855,NNN157D,purple,129.92833333333334,"[123.76, 146.19, 167.12, 96.18, 122.2, 124.12]"
860,mrfp1,red,142.89333333333332,"[140.82, 139.33, 148.53]"
860,NNN157D,purple,124.59833333333331,"[117.86, 140.96, 164.35, 91.4, 115.66, 117.36]"
865,mrfp1,red,142.6,"[140.36, 138.82, 148.62]"
865,NNN157D,purple,124.93166666666669,"[118.23, 141.77, 164.97, 91.8, 115.23, 117.59]"
870,mrfp1,red,148.33,"[145.94, 145.22, 153.83]"
870,NNN157D,purple,129.89833333333334,"[123.22, 146.11, 167.94, 96.11, 122.07, 123.94]"
875,mrfp1,red,142.96333333333334,"[140.76, 139.52, 148.61]"
875,NNN157D,purple,124.70166666666668,"[117.25, 141.25, 164.61, 91.53, 116.0, 117.57]"
880,mrfp1,red,147.92333333333332,"[145.82, 144.32, 153.63]"
880,NNN157D,purple,130.53,"[123.84, 146.23, 168.86, 97.42, 122.34, 124.49]"
885,NNN157D,purple,124.90166666666669,"[118.04, 141.87, 164.55, 91.6, 115.79, 117.56]"
885,mrfp1,red,142.64666666666668,"[140.48, 139.52, 147.94]"
890,mrfp1,red,142.6266666666667,"[140.22, 139.42, 148.24]"
890,NNN157D,purple,124.36166666666668,"[117.35, 141.48, 164.43, 90.94, 114.94, 117.03]"
895,mrfp1,red,147.38333333333333,"[145.56, 144.38, 152.21]"
895,NNN157D,purple,129.545,"[123.53, 146.06, 167.39, 95.42, 121.37, 123.5]"
900,mrfp1,red,143.01666666666668,"[140.95, 139.79, 148.31]"
900,NNN157D,purple,124.825,"[118.61, 141.53, 164.46, 91.39, 115.64, 117.32]"
905,NNN157D,purple,130.095,"[123.2, 146.2, 168.73, 96.41, 121.96, 124.07]"
905,mrfp1,red,147.75666666666666,"[145.48, 144.56, 153.23]"
910,mrfp1,red,142.57333333333332,"[140.82, 138.64, 148.26]"
910,NNN157D,purple,124.595,"[117.18, 141.47, 164.71, 91.11, 115.36, 117.74]"
915,mrfp1,red,147.78666666666666,"[145.46, 144.76, 153.14]"
915,NNN157D,purple,130.17833333333334,"[123.29, 146.89, 168.49, 95.53, 122.35, 124.52]"
920,mrfp1,red,147.38,"[145.39, 144.46, 152.29]"
920,NNN157D,purple,129.99166666666667,"[123.45, 145.63, 168.13, 96.31, 122.45, 123.98]"
925,NNN157D,purple,124.66666666666669,"[118.26, 141.12, 164.71, 90.68, 115.96, 117.27]"
925,mrfp1,red,142.9433333333333,"[141.37, 139.17, 148.29]"
930,NNN157D,purple,124.73833333333334,"[118.04, 141.19, 164.52, 91.44, 115.51, 117.73]"
930,mrfp1,red,142.88666666666666,"[141.06, 139.13, 148.47]"
935,mrfp1,red,147.89333333333337,"[145.88, 144.68, 153.12]"
935,NNN157D,purple,130.075,"[123.51, 146.16, 168.98, 95.53, 122.02, 124.25]"
940,mrfp1,red,147.56000000000003,"[145.77, 144.32, 152.59]"
940,NNN157D,purple,130.1266666666667,"[123.48, 146.31, 168.11, 96.31, 122.01, 124.54]"
945,mrfp1,red,147.6,"[145.08, 144.57, 153.15]"
945,NNN157D,purple,129.9983333333333,"[123.23, 146.49, 167.54, 96.46, 122.08, 124.19]"
950,mrfp1,red,147.29,"[145.18, 144.06, 152.63]"
950,NNN157D,purple,129.70333333333335,"[123.03, 145.56, 167.88, 95.81, 121.94, 124.0]"
955,NNN157D,purple,125.09666666666664,"[118.39, 141.38, 165.14, 92.14, 115.71, 117.82]"
955,mrfp1,red,142.24,"[140.08, 138.59, 148.05]"
960,mrfp1,red,147.67333333333335,"[145.53, 144.43, 153.06]"
960,NNN157D,purple,129.97166666666666,"[123.16, 146.71, 168.21, 95.72, 121.54, 124.49]"
965,mrfp1,red,148.04666666666665,"[146.21, 144.72, 153.21]"
965,NNN157D,purple,129.89833333333334,"[123.41, 147.03, 167.76, 95.83, 121.38, 123.98]"
970,mrfp1,red,147.42,"[145.62, 144.19, 152.45]"
970,NNN157D,purple,129.295,"[122.85, 145.51, 166.92, 95.36, 121.73, 123.4]"
975,NNN157D,purple,130.12499999999997,"[123.29, 146.72, 168.5, 96.27, 122.17, 123.8]"
975,mrfp1,red,147.81666666666666,"[145.78, 144.61, 153.06]"
980,mrfp1,red,147.39333333333337,"[145.05, 144.19, 152.94]"
980,NNN157D,purple,129.82,"[123.12, 146.28, 168.27, 95.88, 121.63, 123.74]"
985,mrfp1,red,147.8033333333333,"[145.73, 144.83, 152.85]"
985,NNN157D,purple,130.06,"[124.29, 146.37, 167.93, 96.14, 122.04, 123.59]"
990,mrfp1,red,147.91,"[146.01, 144.69, 153.03]"
990,NNN157D,purple,130.18833333333333,"[123.35, 146.49, 168.28, 96.88, 122.13, 124.0]"
995,mrfp1,red,147.63333333333335,"[145.8, 144.55, 152.55]"
995,NNN157D,purple,129.58333333333334,"[122.74, 146.29, 167.51, 95.75, 121.43, 123.78]"
1000,mrfp1,red,147.61666666666667,"[145.41, 144.56, 152.88]"
1000,NNN157D,purple,129.75,"[123.39, 146.56, 168.09, 95.62, 121.52, 123.32]"
1005,mrfp1,red,147.55999999999997,"[145.42, 144.87, 152.39]"
1005,NNN157D,purple,129.9,"[123.29, 146.24, 167.84, 96.49, 121.56, 123.98]"
1010,mrfp1,red,147.53333333333333,"[146.0, 144.28, 152.32]"
1010,NNN157D,purple,129.76,"[123.28, 146.66, 167.31, 96.05, 120.97, 124.29]"
1015,NNN157D,purple,129.62,"[123.19, 146.55, 167.34, 96.13, 120.7, 123.81]"
1015,mrfp1,red,147.07333333333335,"[145.67, 143.52, 152.03]"
1020,mrfp1,red,147.37,"[145.98, 144.35, 151.78]"
1020,NNN157D,purple,129.30499999999998,"[123.47, 145.69, 167.5, 94.64, 120.92, 123.61]"
1025,mrfp1,red,147.45333333333335,"[145.32, 144.32, 152.72]"
1025,NNN157D,purple,129.755,"[123.77, 146.03, 167.41, 95.89, 121.63, 123.8]"
1030,mrfp1,red,147.43,"[146.21, 143.89, 152.19]"
1030,NNN157D,purple,129.34166666666667,"[122.81, 146.22, 167.63, 95.3, 120.73, 123.36]"
1035,NNN157D,purple,129.78333333333333,"[123.38, 146.21, 168.01, 95.6, 121.67, 123.83]"
1035,mrfp1,red,147.19,"[145.29, 144.28, 152.0]"
1040,mrfp1,red,147.14333333333332,"[144.98, 144.1, 152.35]"
1040,NNN157D,purple,129.89,"[123.47, 146.19, 168.41, 96.32, 121.1, 123.85]"
1045,mrfp1,red,147.40666666666667,"[145.88, 143.7, 152.64]"
1045,NNN157D,purple,129.28333333333333,"[122.86, 145.78, 167.86, 94.82, 120.93, 123.45]"
1050,mrfp1,red,147.45666666666668,"[145.79, 144.27, 152.31]"
1050,NNN157D,purple,129.87166666666667,"[123.29, 146.17, 167.43, 96.47, 121.45, 124.42]"
1055,mrfp1,red,147.25666666666666,"[145.76, 144.01, 152.0]"
1055,NNN157D,purple,129.785,"[123.33, 145.66, 167.64, 96.19, 121.88, 124.01]"
1060,mrfp1,red,147.16666666666666,"[145.35, 144.21, 151.94]"
1060,NNN157D,purple,129.09666666666666,"[122.82, 145.87, 167.17, 95.08, 120.53, 123.11]"
1065,NNN157D,purple,129.80999999999997,"[123.68, 145.98, 167.71, 95.94, 121.67, 123.88]"
1065,mrfp1,red,147.52666666666667,"[145.72, 144.26, 152.6]"
1070,mrfp1,red,146.71333333333334,"[144.99, 144.13, 151.02]"
1070,NNN157D,purple,128.755,"[122.11, 145.33, 166.92, 94.88, 120.06, 123.23]"
1075,mrfp1,red,147.17666666666665,"[145.52, 144.73, 151.28]"
1075,NNN157D,purple,129.34,"[122.94, 146.21, 167.28, 95.56, 120.8, 123.25]"
1080,mrfp1,red,147.3766666666667,"[145.73, 144.41, 151.99]"
1080,NNN157D,purple,129.67000000000002,"[123.6, 145.96, 167.52, 96.31, 120.74, 123.89]"
1085,NNN157D,purple,129.24166666666667,"[123.07, 146.0, 167.62, 94.71, 120.74, 123.31]"
1085,mrfp1,red,146.73333333333335,"[145.21, 144.38, 150.61]"
1090,mrfp1,red,147.57000000000002,"[145.77, 145.05, 151.89]"
1090,NNN157D,purple,130.035,"[123.85, 146.26, 167.46, 96.33, 122.41, 123.9]"
1095,mrfp1,red,146.53666666666666,"[145.48, 143.84, 150.29]"
1095,NNN157D,purple,129.03666666666666,"[122.53, 145.21, 167.08, 95.51, 120.47, 123.42]"
1100,mrfp1,red,146.75333333333333,"[145.13, 144.27, 150.86]"
1100,NNN157D,purple,129.00333333333333,"[122.65, 145.56, 166.8, 95.0, 120.9, 123.11]"
1105,NNN157D,purple,128.9466666666667,"[123.5, 145.55, 166.65, 95.63, 119.85, 122.5]"
1105,mrfp1,red,146.39333333333337,"[144.68, 143.86, 150.64]"
1110,NNN157D,purple,129.41500000000002,"[122.99, 145.87, 167.72, 95.58, 120.6, 123.73]"
1110,mrfp1,red,146.33666666666667,"[145.42, 143.63, 149.96]"
1115,mrfp1,red,146.59666666666666,"[145.56, 144.0, 150.23]"
1115,NNN157D,purple,129.03666666666666,"[123.46, 145.53, 166.94, 95.51, 120.36, 122.42]"
1120,mrfp1,red,146.24666666666667,"[145.3, 143.68, 149.76]"
1120,NNN157D,purple,129.13500000000002,"[122.97, 145.24, 167.39, 95.04, 121.31, 122.86]"
1125,mrfp1,red,146.28666666666666,"[145.21, 143.94, 149.71]"
1125,NNN157D,purple,128.91833333333332,"[122.32, 145.44, 167.21, 94.97, 120.38, 123.19]"
1130,mrfp1,red,146.3166666666667,"[145.12, 144.23, 149.6]"
1130,NNN157D,purple,128.84,"[122.7, 145.08, 167.12, 95.09, 119.97, 123.08]"
1135,NNN157D,purple,129.13833333333332,"[122.72, 145.83, 167.38, 95.34, 120.51, 123.05]"
1135,mrfp1,red,146.25,"[145.27, 143.95, 149.53]"
1140,mrfp1,red,145.94000000000003,"[145.2, 143.29, 149.33]"
1140,NNN157D,purple,128.72833333333332,"[122.7, 145.03, 166.73, 95.04, 120.38, 122.49]"
1145,mrfp1,red,146.03333333333333,"[144.89, 143.56, 149.65]"
1145,NNN157D,purple,128.815,"[122.57, 145.29, 167.09, 94.75, 120.03, 123.16]"
1150,mrfp1,red,146.17,"[145.01, 143.88, 149.62]"
1150,NNN157D,purple,128.855,"[122.51, 145.22, 166.62, 95.01, 120.35, 123.42]"
1155,NNN157D,purple,128.89166666666668,"[122.85, 145.83, 167.0, 94.82, 119.85, 123.0]"
1155,mrfp1,red,146.29,"[144.89, 144.19, 149.79]"
1160,mrfp1,red,145.9466666666667,"[144.87, 143.59, 149.38]"
1160,NNN157D,purple,129.185,"[123.47, 144.84, 167.17, 95.37, 120.85, 123.41]"
1165,mrfp1,red,145.93666666666664,"[144.98, 143.55, 149.28]"
1165,NNN157D,purple,129.09333333333333,"[122.28, 145.93, 167.46, 95.27, 120.71, 122.91]"
1170,mrfp1,red,146.29666666666665,"[145.17, 144.42, 149.3]"
1170,NNN157D,purple,129.19500000000002,"[123.01, 145.68, 167.13, 95.29, 120.96, 123.1]"
1175,mrfp1,red,146.09,"[145.38, 144.32, 148.57]"
1175,NNN157D,purple,128.93166666666664,"[122.24, 145.18, 167.35, 95.02, 120.74, 123.06]"
1180,mrfp1,red,146.22,"[145.45, 144.14, 149.07]"
1180,NNN157D,purple,129.42333333333332,"[123.77, 145.59, 167.69, 96.11, 120.09, 123.29]"
1185,mrfp1,red,146.0533333333333,"[145.42, 143.5, 149.24]"
1185,NNN157D,purple,129.215,"[122.81, 146.41, 167.61, 95.16, 120.05, 123.25]"
1190,mrfp1,red,146.13333333333333,"[145.23, 144.45, 148.72]"
1190,NNN157D,purple,129.22333333333333,"[122.72, 145.93, 166.99, 95.65, 120.37, 123.68]"
1195,mrfp1,red,146.05666666666667,"[145.75, 143.73, 148.69]"
1195,NNN157D,purple,128.76666666666665,"[122.81, 145.5, 167.01, 94.59, 120.19, 122.5]"
1200,NNN157D,purple,129.49333333333334,"[123.34, 146.02, 167.91, 95.84, 120.38, 123.47]"
1200,mrfp1,red,145.79,"[144.85, 144.13, 148.39]"
1205,mrfp1,red,145.9333333333333,"[145.12, 144.28, 148.4]"
1205,NNN157D,purple,129.23833333333334,"[123.37, 146.14, 167.02, 95.59, 120.06, 123.25]"
1210,mrfp1,red,146.34333333333333,"[145.37, 144.31, 149.35]"
1210,NNN157D,purple,129.22833333333332,"[122.72, 145.73, 167.15, 95.39, 120.48, 123.9]"
1215,mrfp1,red,145.77666666666667,"[144.87, 144.0, 148.46]"
1215,NNN157D,purple,129.16,"[123.3, 145.65, 167.2, 95.52, 120.52, 122.77]"
1220,NNN157D,purple,129.34,"[123.08, 145.8, 167.27, 95.43, 121.1, 123.36]"
1220,mrfp1,red,146.03666666666666,"[145.59, 144.42, 148.1]"
1225,mrfp1,red,145.50666666666666,"[144.79, 143.96, 147.77]"
1225,NNN157D,purple,129.215,"[123.61, 145.57, 167.46, 95.14, 120.69, 122.82]"
1230,mrfp1,red,146.39333333333337,"[145.49, 145.11, 148.58]"
1230,NNN157D,purple,129.21666666666667,"[123.2, 145.67, 166.84, 96.04, 119.95, 123.6]"
1235,mrfp1,red,145.82666666666668,"[144.85, 144.39, 148.24]"
1235,NNN157D,purple,129.40833333333333,"[123.6, 145.63, 167.43, 95.88, 120.8, 123.11]"
1240,NNN157D,purple,129.21666666666667,"[123.13, 146.66, 167.2, 95.47, 120.22, 122.62]"
1240,mrfp1,red,145.88333333333333,"[145.3, 144.39, 147.96]"
1245,NNN157D,purple,129.10166666666666,"[122.89, 146.47, 166.94, 95.0, 120.46, 122.85]"
1245,mrfp1,red,145.92,"[145.34, 144.35, 148.07]"
1250,mrfp1,red,145.8033333333333,"[145.0, 144.06, 148.35]"
1250,NNN157D,purple,129.44333333333333,"[123.74, 145.36, 167.86, 95.25, 120.57, 123.88]"
1255,mrfp1,red,145.79333333333332,"[145.21, 144.08, 148.09]"
1255,NNN157D,purple,129.21,"[122.77, 146.57, 166.53, 95.4, 120.4, 123.59]"
1260,mrfp1,red,145.74666666666667,"[145.21, 144.08, 147.95]"
1260,NNN157D,purple,129.08333333333334,"[122.85, 145.88, 167.47, 95.06, 120.63, 122.61]"
1265,mrfp1,red,146.08,"[145.38, 144.4, 148.46]"
1265,NNN157D,purple,129.04999999999998,"[122.66, 145.59, 167.2, 95.58, 120.01, 123.26]"
1270,mrfp1,red,145.53333333333333,"[145.06, 144.15, 147.39]"
1270,NNN157D,purple,129.045,"[123.13, 145.69, 167.08, 95.42, 120.1, 122.85]"
1275,mrfp1,red,145.78666666666666,"[145.23, 144.35, 147.78]"
1275,NNN157D,purple,129.10333333333332,"[122.83, 145.64, 167.16, 94.96, 120.88, 123.15]"
1280,mrfp1,red,145.82666666666668,"[145.08, 144.16, 148.24]"
1280,NNN157D,purple,129.10500000000002,"[122.88, 145.7, 167.42, 95.35, 120.06, 123.22]"
1285,NNN157D,purple,128.87833333333333,"[122.63, 145.36, 167.07, 95.55, 119.54, 123.12]"
1285,mrfp1,red,145.5,"[144.92, 143.73, 147.85]"
1290,mrfp1,red,145.74,"[144.67, 143.93, 148.62]"
1290,NNN157D,purple,128.87666666666664,"[122.95, 145.8, 166.66, 94.76, 120.17, 122.92]"
1295,mrfp1,red,145.4466666666667,"[144.43, 143.83, 148.08]"
1295,NNN157D,purple,128.81166666666667,"[123.24, 145.22, 167.0, 95.15, 120.18, 122.08]"
1300,mrfp1,red,145.75333333333333,"[145.21, 143.73, 148.32]"
1300,NNN157D,purple,129.10833333333335,"[122.94, 145.56, 167.45, 95.01, 120.99, 122.7]"
1305,NNN157D,purple,128.90166666666667,"[123.46, 144.98, 167.17, 94.84, 119.85, 123.11]"
1305,mrfp1,red,145.57333333333332,"[144.76, 144.15, 147.81]"
1310,mrfp1,red,145.13,"[144.24, 143.86, 147.29]"
1310,NNN157D,purple,128.63833333333335,"[122.51, 145.19, 167.28, 94.73, 119.7, 122.42]"
1315,mrfp1,red,145.60666666666668,"[144.87, 143.72, 148.23]"
1315,NNN157D,purple,129.1833333333333,"[123.23, 145.87, 167.76, 94.92, 120.14, 123.18]"
1320,mrfp1,red,145.70333333333335,"[145.01, 143.99, 148.11]"
1320,NNN157D,purple,128.99166666666665,"[123.21, 145.68, 167.31, 94.54, 120.29, 122.92]"
1325,mrfp1,red,145.79999999999998,"[145.05, 144.25, 148.1]"
1325,NNN157D,purple,128.77666666666667,"[123.0, 145.39, 166.86, 94.67, 120.16, 122.58]"
1330,NNN157D,purple,128.94333333333336,"[122.65, 145.66, 167.08, 94.82, 120.35, 123.1]"
1330,mrfp1,red,145.66,"[144.96, 144.12, 147.9]"
1335,mrfp1,red,145.20000000000002,"[144.36, 143.88, 147.36]"
1335,NNN157D,purple,128.85,"[122.39, 145.33, 167.06, 95.2, 120.97, 122.15]"
1340,mrfp1,red,145.61333333333332,"[145.04, 144.04, 147.76]"
1340,NNN157D,purple,128.64166666666668,"[122.09, 145.61, 166.46, 94.66, 120.19, 122.84]"
1345,mrfp1,red,145.66,"[145.22, 144.06, 147.7]"
1345,NNN157D,purple,129.0583333333333,"[122.88, 145.44, 167.35, 95.52, 119.68, 123.48]"
1350,NNN157D,purple,128.77666666666664,"[122.41, 145.76, 166.71, 95.04, 119.92, 122.82]"
1350,mrfp1,red,145.57333333333332,"[144.94, 143.96, 147.82]"
1355,mrfp1,red,145.64666666666668,"[145.05, 144.13, 147.76]"
1355,NNN157D,purple,128.91166666666666,"[123.4, 145.24, 166.82, 95.42, 120.0, 122.59]"
1360,mrfp1,red,145.67,"[144.9, 144.16, 147.95]"
1360,NNN157D,purple,128.79333333333332,"[122.68, 145.37, 166.71, 95.26, 119.95, 122.79]"
1365,mrfp1,red,145.08333333333334,"[144.07, 143.96, 147.22]"
1365,NNN157D,purple,128.72833333333332,"[122.73, 145.16, 166.92, 95.52, 119.44, 122.6]"
1370,mrfp1,red,145.52333333333334,"[144.28, 144.09, 148.2]"
1370,NNN157D,purple,128.88,"[122.93, 145.5, 167.46, 94.83, 120.13, 122.43]"
1375,NNN157D,purple,129.265,"[124.06, 145.43, 167.35, 96.01, 120.2, 122.54]"
1375,mrfp1,red,145.64,"[145.02, 144.18, 147.72]"
1380,mrfp1,red,146.01333333333335,"[145.37, 144.49, 148.18]"
1380,NNN157D,purple,129.07,"[122.68, 145.38, 167.07, 95.38, 120.38, 123.53]"
1385,mrfp1,red,145.43666666666664,"[145.08, 143.69, 147.54]"
1385,NNN157D,purple,129.10833333333332,"[122.65, 146.14, 167.37, 95.07, 120.06, 123.36]"
1390,mrfp1,red,145.42333333333332,"[145.01, 143.81, 147.45]"
1390,NNN157D,purple,128.59166666666667,"[122.07, 144.78, 167.1, 95.2, 120.11, 122.29]"
1395,mrfp1,red,145.60333333333332,"[144.84, 144.1, 147.87]"
1395,NNN157D,purple,128.90333333333334,"[122.96, 145.19, 166.76, 95.46, 120.16, 122.89]"
1400,mrfp1,red,145.79333333333332,"[145.06, 144.18, 148.14]"
1400,NNN157D,purple,128.92666666666665,"[122.85, 145.84, 167.09, 95.15, 120.35, 122.28]"
1405,mrfp1,red,145.66333333333333,"[145.45, 143.96, 147.58]"
1405,NNN157D,purple,128.77666666666667,"[122.68, 144.92, 166.8, 95.37, 119.95, 122.94]"
1410,mrfp1,red,145.34666666666666,"[144.2, 144.59, 147.25]"
1410,NNN157D,purple,128.34666666666666,"[122.57, 144.94, 166.57, 93.55, 119.78, 122.67]"
1415,mrfp1,red,145.23666666666665,"[144.6, 144.1, 147.01]"
1415,NNN157D,purple,128.68499999999997,"[122.7, 145.57, 166.57, 94.7, 119.91, 122.66]"
1420,mrfp1,red,145.37,"[144.05, 144.41, 147.65]"
1420,NNN157D,purple,128.75,"[122.51, 145.08, 166.91, 94.87, 120.06, 123.07]"
1425,NNN157D,purple,128.53166666666667,"[122.05, 145.91, 166.55, 94.82, 119.46, 122.4]"
1425,mrfp1,red,145.48666666666668,"[145.0, 143.81, 147.65]"
1430,mrfp1,red,145.43000000000004,"[145.28, 143.93, 147.08]"
1430,NNN157D,purple,128.45666666666668,"[122.16, 145.46, 166.7, 94.78, 119.34, 122.3]"
1435,mrfp1,red,145.41,"[144.51, 144.05, 147.67]"
1435,NNN157D,purple,128.42166666666665,"[122.85, 144.68, 166.27, 94.92, 119.15, 122.66]"
1440,mrfp1,red,145.79333333333332,"[145.11, 144.69, 147.58]"
1440,NNN157D,purple,128.605,"[122.39, 145.32, 166.86, 95.02, 119.3, 122.74]"
1445,mrfp1,red,145.60333333333335,"[145.01, 144.21, 147.59]"
1445,NNN157D,purple,128.53166666666667,"[121.91, 145.07, 166.91, 95.41, 119.61, 122.28]"
1450,mrfp1,red,145.73666666666668,"[144.34, 144.76, 148.11]"
1450,NNN157D,purple,128.82000000000002,"[123.33, 144.95, 166.71, 95.36, 119.71, 122.86]"
1455,mrfp1,red,145.22333333333333,"[144.69, 143.75, 147.23]"
1455,NNN157D,purple,128.47833333333332,"[122.08, 145.17, 166.42, 94.96, 119.94, 122.3]"
1460,mrfp1,red,145.40333333333334,"[144.95, 143.93, 147.33]"
1460,NNN157D,purple,128.6883333333333,"[122.53, 144.95, 166.54, 95.32, 120.04, 122.75]"
1465,NNN157D,purple,128.9,"[122.82, 145.43, 167.06, 95.56, 120.33, 122.2]"
1465,mrfp1,red,145.67333333333335,"[145.05, 144.11, 147.86]"
1470,mrfp1,red,145.54,"[145.21, 143.78, 147.63]"
1470,NNN157D,purple,128.6833333333333,"[122.25, 144.29, 167.11, 95.93, 119.62, 122.9]"
1475,mrfp1,red,145.79999999999998,"[145.15, 144.37, 147.88]"
1475,NNN157D,purple,128.5016666666667,"[122.34, 144.85, 166.74, 94.87, 119.84, 122.37]"
1480,mrfp1,red,146.02333333333334,"[145.01, 144.47, 148.59]"
1480,NNN157D,purple,128.515,"[122.16, 144.81, 166.19, 94.71, 120.35, 122.87]"
1485,NNN157D,purple,128.86166666666665,"[123.51, 145.08, 166.31, 95.12, 120.11, 123.04]"
1485,mrfp1,red,145.60333333333332,"[144.79, 143.92, 148.1]"
1490,mrfp1,red,146.05333333333337,"[144.87, 144.71, 148.58]"
1490,NNN157D,purple,129.15833333333336,"[123.09, 145.88, 167.21, 96.34, 119.56, 122.87]"
1495,mrfp1,red,145.33666666666667,"[144.7, 143.93, 147.38]"
1495,NNN157D,purple,128.88000000000002,"[122.68, 144.48, 167.13, 95.33, 120.7, 122.96]"
1500,mrfp1,red,145.51,"[144.7, 144.58, 147.25]"
1500,NNN157D,purple,128.785,"[122.7, 144.56, 167.17, 95.6, 120.55, 122.13]"
1505,mrfp1,red,145.93666666666667,"[145.29, 144.27, 148.25]"
1505,NNN157D,purple,128.80666666666664,"[122.49, 145.5, 166.66, 95.28, 119.86, 123.05]"
1510,NNN157D,purple,128.74166666666667,"[122.55, 145.64, 166.59, 95.42, 119.56, 122.69]"
1510,mrfp1,red,146.38666666666666,"[145.95, 145.51, 147.7]"
1515,mrfp1,red,145.96,"[145.39, 144.22, 148.27]"
1515,NNN157D,purple,129.08333333333334,"[122.84, 145.35, 167.02, 95.25, 120.84, 123.2]"
1520,mrfp1,red,146.02333333333334,"[145.53, 144.02, 148.52]"
1520,NNN157D,purple,129.15166666666667,"[123.16, 144.95, 167.87, 95.77, 120.5, 122.66]"
1525,mrfp1,red,145.53666666666666,"[144.3, 143.92, 148.39]"
1525,NNN157D,purple,128.6316666666667,"[122.5, 145.34, 166.85, 95.45, 119.3, 122.35]"
1530,NNN157D,purple,128.87166666666667,"[122.76, 145.7, 166.63, 94.51, 120.51, 123.12]"
1530,mrfp1,red,145.86666666666665,"[145.19, 144.1, 148.31]"
1535,mrfp1,red,146.28,"[145.96, 144.64, 148.24]"
1535,NNN157D,purple,129.01,"[123.42, 145.1, 166.75, 95.67, 119.91, 123.21]"
1540,mrfp1,red,146.19999999999996,"[145.64, 144.79, 148.17]"
1540,NNN157D,purple,128.99833333333336,"[123.4, 145.5, 166.93, 95.13, 120.19, 122.84]"
1545,mrfp1,red,145.93333333333334,"[145.44, 144.24, 148.12]"
1545,NNN157D,purple,129.17666666666665,"[122.94, 145.96, 167.65, 95.27, 120.47, 122.77]"
1550,mrfp1,red,145.56666666666666,"[144.5, 144.2, 148.0]"
1550,NNN157D,purple,129.04833333333332,"[122.83, 145.31, 167.24, 95.17, 120.54, 123.2]"
1555,NNN157D,purple,129.11333333333334,"[122.89, 146.01, 166.8, 95.43, 120.85, 122.7]"
1555,mrfp1,red,146.20333333333335,"[145.24, 144.84, 148.53]"
1560,mrfp1,red,145.72,"[144.79, 144.1, 148.27]"
1560,NNN157D,purple,129.42,"[123.21, 145.38, 167.56, 95.73, 121.25, 123.39]"
1565,mrfp1,red,145.96333333333334,"[145.2, 144.31, 148.38]"
1565,NNN157D,purple,128.96333333333334,"[122.17, 145.46, 167.36, 95.97, 119.92, 122.9]"
1570,mrfp1,red,145.77333333333334,"[145.01, 144.48, 147.83]"
1570,NNN157D,purple,129.21833333333333,"[123.14, 145.6, 167.41, 96.22, 119.77, 123.17]"
1575,mrfp1,red,146.41333333333333,"[145.99, 144.85, 148.4]"
1575,NNN157D,purple,128.95833333333331,"[122.11, 145.67, 167.41, 95.8, 119.73, 123.03]"
1580,mrfp1,red,146.33,"[145.76, 144.95, 148.28]"
1580,NNN157D,purple,129.215,"[123.25, 145.76, 166.92, 95.7, 120.17, 123.49]"
1585,mrfp1,red,145.98666666666668,"[145.52, 144.2, 148.24]"
1585,NNN157D,purple,129.30500000000004,"[123.77, 145.9, 166.82, 95.18, 120.47, 123.69]"
1590,mrfp1,red,146.16,"[145.19, 144.64, 148.65]"
1590,NNN157D,purple,129.06833333333336,"[122.52, 145.47, 167.0, 95.58, 120.84, 123.0]"
1595,mrfp1,red,145.91333333333333,"[145.18, 144.12, 148.44]"
1595,NNN157D,purple,129.00333333333336,"[122.69, 145.02, 167.25, 95.15, 120.81, 123.1]"
1600,NNN157D,purple,129.4,"[123.52, 145.32, 167.57, 95.83, 120.68, 123.48]"
