Time,Name,Color,Mean_gray,Gray
1600,mrfp1,red,146.13666666666668,"[145.25, 144.8, 148.36]"
1605,mrfp1,red,146.01666666666665,"[145.78, 144.25, 148.02]"
1605,NNN157D,purple,129.27666666666667,"[122.24, 145.43, 167.37, 96.14, 121.07, 123.41]"
1610,mrfp1,red,146.12,"[145.35, 144.55, 148.46]"
1610,NNN157D,purple,128.76166666666668,"[122.59, 145.11, 166.94, 95.18, 119.67, 123.08]"
1615,mrfp1,red,146.04333333333335,"[144.99, 144.33, 148.81]"
1615,NNN157D,purple,129.13666666666668,"[123.2, 145.71, 166.91, 95.68, 120.09, 123.23]"
1620,NNN157D,purple,129.505,"[123.08, 146.24, 167.87, 95.99, 120.71, 123.14]"
1620,mrfp1,red,146.10000000000002,"[145.58, 144.36, 148.36]"
1625,mrfp1,red,146.48666666666665,"[145.64, 145.02, 148.8]"
1625,NNN157D,purple,129.74666666666667,"[123.51, 145.58, 167.17, 97.14, 121.24, 123.84]"
1630,mrfp1,red,147.02666666666664,"[146.22, 145.57, 149.29]"
1630,NNN157D,purple,130.275,"[124.22, 146.28, 167.49, 97.24, 121.83, 124.59]"
1635,mrfp1,red,145.89666666666668,"[145.22, 144.24, 148.23]"
1635,NNN157D,purple,129.24,"[122.65, 145.82, 167.37, 95.55, 120.95, 123.1]"
1640,NNN157D,purple,130.10666666666663,"[124.43, 146.53, 167.28, 97.07, 121.19, 124.14]"
1640,mrfp1,red,146.74,"[146.39, 145.33, 148.5]"
1645,NNN157D,purple,129.98333333333332,"[124.05, 145.76, 167.43, 97.63, 121.16, 123.87]"
1645,mrfp1,red,146.56666666666666,"[145.9, 145.16, 148.64]"
1650,mrfp1,red,146.52666666666667,"[146.0, 144.85, 148.73]"
1650,NNN157D,purple,129.01000000000002,"[122.35, 145.64, 167.01, 95.86, 119.75, 123.45]"
1655,mrfp1,red,146.99333333333334,"[146.16, 145.57, 149.25]"
1655,NNN157D,purple,130.12333333333336,"[123.64, 146.61, 167.59, 96.72, 121.34, 124.84]"
1660,mrfp1,red,146.23000000000002,"[145.52, 144.81, 148.36]"
1660,NNN157D,purple,129.55999999999997,"[124.31, 146.26, 166.86, 96.1, 120.57, 123.26]"
1665,mrfp1,red,146.28,"[145.55, 144.52, 148.77]"
1665,NNN157D,purple,129.38,"[123.85, 145.63, 166.93, 95.63, 120.66, 123.58]"
1670,NNN157D,purple,130.12833333333333,"[124.72, 146.06, 167.66, 96.6, 120.96, 124.77]"
1670,mrfp1,red,146.98666666666668,"[145.96, 145.75, 149.25]"
1675,mrfp1,red,146.3766666666667,"[145.45, 145.06, 148.62]"
1675,NNN157D,purple,130.005,"[124.02, 146.44, 167.78, 97.15, 120.57, 124.07]"
1680,mrfp1,red,146.29666666666665,"[145.77, 144.97, 148.15]"
1680,NNN157D,purple,129.40666666666667,"[123.12, 145.34, 166.9, 95.95, 121.5, 123.63]"
1685,mrfp1,red,147.11333333333334,"[146.46, 145.39, 149.49]"
1685,NNN157D,purple,129.88333333333333,"[123.65, 145.94, 167.15, 97.06, 121.17, 124.33]"
1690,NNN157D,purple,129.14166666666668,"[122.45, 145.79, 167.26, 95.37, 120.61, 123.37]"
1690,mrfp1,red,146.24,"[145.77, 144.44, 148.51]"
1695,mrfp1,red,146.96333333333334,"[146.28, 145.83, 148.78]"
1695,NNN157D,purple,130.12833333333336,"[123.66, 146.53, 167.72, 97.07, 121.46, 124.33]"
1700,mrfp1,red,147.08,"[146.41, 145.33, 149.5]"
1700,NNN157D,purple,130.05666666666664,"[123.71, 146.3, 167.61, 97.17, 120.89, 124.66]"
1705,mrfp1,red,147.13666666666666,"[146.55, 145.7, 149.16]"
1705,NNN157D,purple,130.14,"[124.25, 146.44, 167.85, 97.27, 121.01, 124.02]"
1710,mrfp1,red,146.92666666666668,"[145.98, 145.25, 149.55]"
1710,NNN157D,purple,130.12833333333333,"[124.81, 145.6, 167.71, 96.79, 121.61, 124.25]"
1715,mrfp1,red,146.99,"[146.46, 145.4, 149.11]"
1715,NNN157D,purple,130.13333333333335,"[124.09, 146.5, 168.44, 96.21, 121.69, 123.87]"
1720,mrfp1,red,146.86,"[146.23, 145.45, 148.9]"
1720,NNN157D,purple,129.99166666666667,"[124.11, 145.97, 167.53, 96.95, 121.04, 124.35]"
1725,mrfp1,red,146.72666666666666,"[146.45, 145.32, 148.41]"
1725,NNN157D,purple,130.15666666666667,"[124.73, 145.72, 167.66, 97.03, 121.36, 124.44]"
1730,NNN157D,purple,130.19666666666666,"[124.36, 146.73, 167.16, 96.63, 121.05, 125.25]"
1730,mrfp1,red,146.71666666666667,"[145.92, 145.27, 148.96]"
1735,mrfp1,red,147.0,"[146.07, 145.86, 149.07]"
1735,NNN157D,purple,130.19000000000003,"[123.93, 146.53, 167.44, 97.65, 121.75, 123.84]"
1740,mrfp1,red,147.10666666666663,"[146.42, 145.89, 149.01]"
1740,NNN157D,purple,130.53833333333333,"[125.11, 146.83, 168.0, 96.8, 121.33, 125.16]"
1745,mrfp1,red,146.92,"[146.05, 145.38, 149.33]"
1745,NNN157D,purple,130.08166666666668,"[124.49, 146.43, 167.07, 96.55, 121.45, 124.5]"
1750,NNN157D,purple,129.67000000000002,"[123.0, 146.06, 167.03, 97.03, 120.95, 123.95]"
1750,mrfp1,red,146.84333333333333,"[146.06, 145.2, 149.27]"
1755,mrfp1,red,147.21,"[146.88, 145.41, 149.34]"
1755,NNN157D,purple,130.26166666666666,"[124.2, 145.81, 167.63, 97.24, 121.54, 125.15]"
1760,mrfp1,red,147.03666666666666,"[146.04, 145.83, 149.24]"
1760,NNN157D,purple,130.1316666666667,"[124.26, 145.86, 167.24, 97.59, 121.63, 124.21]"
1765,mrfp1,red,147.52333333333334,"[146.67, 146.09, 149.81]"
1765,NNN157D,purple,130.38,"[124.24, 146.7, 167.44, 98.09, 121.38, 124.43]"
1770,mrfp1,red,146.8766666666667,"[146.24, 145.27, 149.12]"
1770,NNN157D,purple,130.26,"[124.53, 146.5, 167.62, 97.35, 121.31, 124.25]"
1775,mrfp1,red,146.92333333333332,"[146.23, 145.64, 148.9]"
1775,NNN157D,purple,130.0633333333333,"[124.01, 146.34, 167.54, 97.3, 120.76, 124.43]"
1780,NNN157D,purple,130.43666666666667,"[123.86, 146.68, 168.29, 97.39, 121.81, 124.59]"
1780,mrfp1,red,147.27666666666667,"[146.67, 145.91, 149.25]"
1785,mrfp1,red,147.53,"[146.46, 146.15, 149.98]"
1785,NNN157D,purple,130.235,"[124.7, 146.51, 167.19, 97.37, 121.39, 124.25]"
1790,mrfp1,red,146.60333333333332,"[145.65, 145.48, 148.68]"
1790,NNN157D,purple,129.665,"[123.83, 145.68, 167.26, 96.29, 120.78, 124.15]"
1795,mrfp1,red,146.94,"[146.06, 145.46, 149.3]"
1795,NNN157D,purple,130.49166666666667,"[123.82, 146.52, 168.23, 97.47, 121.88, 125.03]"
1800,NNN157D,purple,130.73666666666665,"[124.08, 147.14, 168.01, 98.06, 122.08, 125.05]"
1800,mrfp1,red,147.1233333333333,"[146.34, 145.71, 149.32]"
1805,mrfp1,red,147.30666666666664,"[146.22, 145.94, 149.76]"
1805,NNN157D,purple,131.015,"[124.75, 147.23, 168.17, 98.2, 122.95, 124.79]"
1810,mrfp1,red,147.14,"[146.49, 145.73, 149.2]"
1810,NNN157D,purple,130.3216666666667,"[124.06, 146.42, 168.11, 97.06, 121.42, 124.86]"
1815,mrfp1,red,146.85,"[146.08, 145.59, 148.88]"
1815,NNN157D,purple,130.335,"[124.14, 146.45, 167.61, 97.5, 121.65, 124.66]"
1820,NNN157D,purple,130.64666666666668,"[124.37, 146.63, 168.07, 97.4, 122.22, 125.19]"
1820,mrfp1,red,147.09,"[146.41, 145.73, 149.13]"
1825,NNN157D,purple,130.20166666666668,"[123.62, 145.48, 167.97, 97.78, 121.89, 124.47]"
1825,mrfp1,red,147.17666666666668,"[146.26, 145.71, 149.56]"
1830,mrfp1,red,147.68,"[146.91, 146.08, 150.05]"
1830,NNN157D,purple,131.16166666666666,"[125.06, 147.01, 168.45, 98.66, 122.43, 125.36]"
1835,mrfp1,red,147.86333333333334,"[146.87, 146.21, 150.51]"
1835,NNN157D,purple,130.66166666666666,"[124.44, 146.31, 168.34, 97.76, 122.37, 124.75]"
1840,mrfp1,red,147.66,"[146.76, 146.3, 149.92]"
1840,NNN157D,purple,130.44000000000003,"[123.79, 146.11, 168.12, 97.92, 121.44, 125.26]"
1845,mrfp1,red,147.45000000000002,"[146.69, 146.39, 149.27]"
1845,NNN157D,purple,130.54833333333332,"[124.45, 146.74, 167.55, 97.89, 122.17, 124.49]"
1850,NNN157D,purple,130.81833333333336,"[124.59, 147.21, 168.15, 98.1, 122.57, 124.29]"
1850,mrfp1,red,147.45000000000002,"[146.74, 145.85, 149.76]"
1855,mrfp1,red,147.01666666666665,"[146.33, 145.43, 149.29]"
1855,NNN157D,purple,130.58833333333334,"[124.48, 146.89, 167.84, 97.55, 122.01, 124.76]"
1860,mrfp1,red,147.44333333333336,"[146.61, 146.26, 149.46]"
1860,NNN157D,purple,131.24,"[124.91, 147.22, 168.36, 98.74, 122.95, 125.26]"
1865,mrfp1,red,147.38666666666668,"[146.43, 146.16, 149.57]"
1865,NNN157D,purple,130.9333333333333,"[124.11, 146.98, 167.96, 97.86, 122.79, 125.9]"
1870,NNN157D,purple,130.6483333333333,"[124.36, 146.85, 168.03, 98.05, 121.92, 124.68]"
1870,mrfp1,red,147.22666666666666,"[145.93, 146.06, 149.69]"
1875,mrfp1,red,147.48666666666665,"[147.03, 145.64, 149.79]"
1875,NNN157D,purple,130.52833333333334,"[123.84, 146.36, 168.16, 98.11, 122.18, 124.52]"
1880,mrfp1,red,147.39,"[146.58, 145.87, 149.72]"
1880,NNN157D,purple,130.585,"[123.87, 147.09, 168.41, 97.79, 121.14, 125.21]"
1885,mrfp1,red,147.35333333333332,"[146.51, 145.61, 149.94]"
1885,NNN157D,purple,130.63666666666668,"[123.88, 147.06, 168.09, 97.74, 121.58, 125.47]"
1890,mrfp1,red,142.43999999999997,"[141.7, 140.89, 144.73]"
1890,NNN157D,purple,125.76999999999998,"[119.2, 142.04, 164.28, 93.39, 116.78, 118.93]"
1895,mrfp1,red,147.41333333333333,"[146.63, 146.17, 149.44]"
1895,NNN157D,purple,130.84166666666667,"[124.22, 146.54, 167.83, 98.64, 122.41, 125.41]"
1900,mrfp1,red,147.75333333333333,"[147.1, 146.02, 150.14]"
1900,NNN157D,purple,130.34833333333333,"[123.89, 146.73, 166.86, 97.67, 121.59, 125.35]"
1905,mrfp1,red,147.71333333333334,"[146.64, 146.87, 149.63]"
1905,NNN157D,purple,130.61333333333332,"[124.09, 147.05, 167.63, 97.55, 122.17, 125.19]"
1910,mrfp1,red,147.57666666666668,"[146.71, 146.26, 149.76]"
1910,NNN157D,purple,130.61166666666668,"[123.81, 146.43, 168.27, 98.12, 122.34, 124.7]"
1915,NNN157D,purple,130.735,"[124.49, 147.01, 167.51, 98.01, 122.23, 125.16]"
1915,mrfp1,red,147.94666666666666,"[147.42, 146.61, 149.81]"
1920,mrfp1,red,147.96666666666667,"[146.82, 146.84, 150.24]"
1920,NNN157D,purple,131.01666666666665,"[124.58, 147.16, 167.91, 97.9, 122.74, 125.81]"
1925,mrfp1,red,147.97666666666666,"[147.22, 146.07, 150.64]"
1925,NNN157D,purple,131.3033333333333,"[125.29, 146.93, 168.02, 98.81, 122.77, 126.0]"
1930,mrfp1,red,147.16,"[146.17, 145.59, 149.72]"
1930,NNN157D,purple,130.55166666666668,"[124.12, 146.81, 167.83, 97.84, 121.5, 125.21]"
1935,NNN157D,purple,131.37500000000003,"[124.84, 147.4, 168.81, 98.64, 122.94, 125.62]"
1935,mrfp1,red,147.96,"[147.05, 146.61, 150.22]"
1940,mrfp1,red,142.82666666666668,"[142.3, 141.28, 144.9]"
1940,NNN157D,purple,125.92,"[119.09, 142.13, 164.16, 94.21, 116.61, 119.32]"
1945,mrfp1,red,147.91,"[147.28, 146.14, 150.31]"
1945,NNN157D,purple,131.26833333333337,"[124.89, 147.7, 168.29, 97.87, 122.46, 126.4]"
1950,mrfp1,red,147.79666666666665,"[146.86, 146.31, 150.22]"
1950,NNN157D,purple,131.04999999999998,"[125.29, 147.44, 168.0, 98.66, 122.14, 124.77]"
1955,NNN157D,purple,131.39166666666665,"[124.8, 148.14, 168.21, 98.38, 122.41, 126.41]"
1955,mrfp1,red,147.79,"[146.8, 146.2, 150.37]"
1960,NNN157D,purple,130.81166666666667,"[125.0, 146.43, 168.04, 98.13, 121.9, 125.37]"
1960,mrfp1,red,148.3766666666667,"[147.28, 146.74, 151.11]"
1965,mrfp1,red,148.0233333333333,"[146.85, 146.69, 150.53]"
1965,NNN157D,purple,131.12833333333333,"[123.87, 146.86, 168.71, 98.35, 122.8, 126.18]"
1970,mrfp1,red,148.19000000000003,"[147.53, 146.77, 150.27]"
1970,NNN157D,purple,131.255,"[124.86, 147.75, 168.66, 98.06, 123.02, 125.18]"
1975,mrfp1,red,148.23333333333335,"[147.21, 146.77, 150.72]"
1975,NNN157D,purple,131.33666666666667,"[124.69, 147.74, 168.21, 98.73, 123.32, 125.33]"
1980,mrfp1,red,147.77666666666667,"[147.06, 146.24, 150.03]"
1980,NNN157D,purple,131.1266666666667,"[124.49, 147.16, 168.81, 98.07, 122.58, 125.65]"
1985,mrfp1,red,148.04333333333332,"[147.34, 146.53, 150.26]"
1985,NNN157D,purple,131.34833333333333,"[125.24, 146.92, 168.57, 98.75, 122.52, 126.09]"
1990,mrfp1,red,147.98,"[147.38, 146.44, 150.12]"
1990,NNN157D,purple,130.97,"[125.05, 147.34, 167.65, 98.45, 122.24, 125.09]"
1995,mrfp1,red,148.1833333333333,"[146.92, 146.91, 150.72]"
1995,NNN157D,purple,131.29999999999998,"[124.86, 147.72, 168.92, 97.51, 123.15, 125.64]"
2000,NNN157D,purple,131.23833333333332,"[125.46, 146.79, 168.18, 98.33, 122.82, 125.85]"
2000,mrfp1,red,147.98,"[147.25, 146.16, 150.53]"
2005,mrfp1,red,147.91666666666666,"[146.94, 146.67, 150.14]"
2005,NNN157D,purple,130.85333333333332,"[124.64, 146.74, 168.54, 97.76, 122.28, 125.16]"
2010,mrfp1,red,147.8733333333333,"[146.66, 146.8, 150.16]"
2010,NNN157D,purple,130.81833333333336,"[124.16, 146.96, 168.46, 98.24, 122.32, 124.77]"
2015,mrfp1,red,147.81666666666663,"[146.63, 146.66, 150.16]"
2015,NNN157D,purple,131.70499999999998,"[125.11, 147.74, 168.91, 99.55, 123.16, 125.76]"
2020,NNN157D,purple,131.05166666666665,"[124.46, 147.04, 168.44, 98.05, 122.82, 125.5]"
2020,mrfp1,red,148.15333333333334,"[146.99, 146.66, 150.81]"
2025,mrfp1,red,147.86333333333334,"[147.37, 146.31, 149.91]"
2025,NNN157D,purple,131.245,"[124.44, 146.9, 168.71, 98.73, 123.0, 125.69]"
2030,mrfp1,red,147.54666666666665,"[146.96, 145.81, 149.87]"
2030,NNN157D,purple,130.81500000000003,"[123.93, 146.69, 167.25, 98.57, 122.83, 125.62]"
2035,mrfp1,red,147.71333333333334,"[146.63, 146.6, 149.91]"
2035,NNN157D,purple,130.77166666666668,"[123.88, 146.46, 168.25, 98.04, 122.98, 125.02]"
2040,mrfp1,red,148.28333333333333,"[147.17, 146.78, 150.9]"
2040,NNN157D,purple,131.645,"[124.95, 147.58, 168.84, 99.3, 122.62, 126.58]"
2045,NNN157D,purple,131.32,"[125.21, 147.42, 168.77, 98.05, 122.51, 125.96]"
2045,mrfp1,red,147.98666666666668,"[146.89, 146.83, 150.24]"
2050,mrfp1,red,147.46333333333334,"[146.6, 145.77, 150.02]"
2050,NNN157D,purple,130.82166666666666,"[124.43, 146.73, 167.82, 97.99, 122.31, 125.65]"
2055,mrfp1,red,147.88666666666668,"[146.96, 146.13, 150.57]"
2055,NNN157D,purple,131.515,"[125.19, 146.87, 168.54, 98.84, 123.42, 126.23]"
2060,mrfp1,red,148.13666666666668,"[147.09, 146.87, 150.45]"
2060,NNN157D,purple,131.24666666666667,"[124.79, 146.85, 168.78, 98.63, 122.73, 125.7]"
2065,NNN157D,purple,131.515,"[125.63, 147.41, 168.93, 98.36, 122.6, 126.16]"
2065,mrfp1,red,148.18666666666667,"[147.38, 146.87, 150.31]"
2070,mrfp1,red,147.90666666666667,"[146.99, 146.58, 150.15]"
2070,NNN157D,purple,131.36666666666665,"[124.6, 147.3, 168.02, 99.01, 122.86, 126.41]"
2075,mrfp1,red,148.16333333333333,"[147.21, 146.2, 151.08]"
2075,NNN157D,purple,131.22833333333332,"[125.1, 147.19, 168.73, 97.92, 122.74, 125.69]"
2080,mrfp1,red,148.22000000000003,"[147.61, 146.34, 150.71]"
2080,NNN157D,purple,131.07666666666668,"[124.77, 146.84, 168.21, 98.45, 122.59, 125.6]"
2085,mrfp1,red,147.44,"[146.28, 146.16, 149.88]"
2085,NNN157D,purple,131.02666666666667,"[123.82, 147.08, 168.06, 98.79, 123.18, 125.23]"
2090,NNN157D,purple,131.09,"[125.19, 146.84, 167.88, 97.95, 122.49, 126.19]"
2090,mrfp1,red,147.72,"[146.64, 146.49, 150.03]"
2095,mrfp1,red,147.86,"[146.87, 145.89, 150.82]"
2095,NNN157D,purple,131.20333333333335,"[125.03, 147.22, 168.69, 97.8, 122.86, 125.62]"
2100,mrfp1,red,143.03666666666666,"[142.33, 141.43, 145.35]"
2100,NNN157D,purple,125.955,"[118.44, 142.37, 165.59, 93.78, 116.36, 119.19]"
2105,mrfp1,red,147.75666666666666,"[146.39, 146.67, 150.21]"
2105,NNN157D,purple,131.285,"[125.14, 146.95, 168.14, 98.67, 122.6, 126.21]"
2110,mrfp1,red,148.26,"[147.37, 146.69, 150.72]"
2110,NNN157D,purple,131.15,"[124.46, 147.39, 168.12, 98.67, 122.95, 125.31]"
2115,mrfp1,red,148.40666666666667,"[147.29, 146.65, 151.28]"
2115,NNN157D,purple,131.57833333333335,"[124.96, 147.04, 169.22, 98.63, 123.09, 126.53]"
2120,mrfp1,red,143.23333333333332,"[142.54, 141.35, 145.81]"
2120,NNN157D,purple,126.54666666666668,"[120.5, 142.44, 165.04, 94.22, 117.6, 119.48]"
2125,mrfp1,red,148.00333333333333,"[147.23, 146.26, 150.52]"
2125,NNN157D,purple,130.94333333333333,"[123.45, 147.2, 167.94, 98.66, 123.02, 125.39]"
2130,mrfp1,red,148.38,"[147.33, 146.82, 150.99]"
2130,NNN157D,purple,131.22333333333333,"[125.02, 147.7, 167.48, 98.83, 122.7, 125.61]"
2135,NNN157D,purple,131.63833333333332,"[124.87, 147.42, 169.07, 99.23, 123.38, 125.86]"
2135,mrfp1,red,148.10333333333332,"[147.25, 146.89, 150.17]"
2140,NNN157D,purple,126.17333333333332,"[119.02, 142.54, 165.43, 93.92, 116.61, 119.52]"
2140,mrfp1,red,143.3,"[142.56, 141.79, 145.55]"
2145,mrfp1,red,147.76333333333332,"[146.96, 146.17, 150.16]"
2145,NNN157D,purple,131.29833333333335,"[124.31, 146.56, 167.83, 98.72, 123.43, 126.94]"
2150,mrfp1,red,147.68999999999997,"[146.95, 145.97, 150.15]"
2150,NNN157D,purple,131.135,"[124.92, 146.98, 168.0, 98.78, 122.56, 125.57]"
2155,mrfp1,red,147.66,"[146.37, 146.45, 150.16]"
2155,NNN157D,purple,131.09,"[124.54, 146.61, 167.76, 98.72, 122.86, 126.05]"
2160,mrfp1,red,142.57000000000002,"[141.86, 141.06, 144.79]"
2160,NNN157D,purple,126.24166666666666,"[120.47, 142.34, 164.73, 93.78, 116.6, 119.53]"
2165,mrfp1,red,147.72,"[146.47, 146.27, 150.42]"
2165,NNN157D,purple,130.815,"[125.19, 146.14, 167.42, 98.37, 122.27, 125.5]"
2170,mrfp1,red,147.76,"[146.74, 146.38, 150.16]"
2170,NNN157D,purple,131.16833333333332,"[125.02, 146.61, 167.64, 99.24, 122.94, 125.56]"
2175,mrfp1,red,148.09666666666666,"[147.16, 146.61, 150.52]"
2175,NNN157D,purple,131.585,"[124.9, 147.7, 168.69, 98.15, 123.26, 126.81]"
2180,NNN157D,purple,130.65333333333334,"[124.43, 147.05, 167.91, 97.8, 122.15, 124.58]"
2180,mrfp1,red,147.85333333333332,"[147.0, 145.68, 150.88]"
2185,mrfp1,red,148.23333333333332,"[147.54, 146.47, 150.69]"
2185,NNN157D,purple,131.51666666666668,"[124.7, 147.23, 168.83, 99.1, 123.36, 125.88]"
2190,mrfp1,red,148.60000000000002,"[147.75, 146.84, 151.21]"
2190,NNN157D,purple,131.335,"[124.94, 147.18, 167.95, 98.89, 123.41, 125.64]"
2195,mrfp1,red,148.16333333333333,"[147.64, 146.51, 150.34]"
2195,NNN157D,purple,131.37,"[125.09, 147.54, 168.14, 99.37, 122.61, 125.47]"
2200,NNN157D,purple,131.26833333333337,"[124.78, 147.28, 168.52, 98.5, 123.22, 125.31]"
2200,mrfp1,red,147.55999999999997,"[146.54, 145.86, 150.28]"
2205,mrfp1,red,148.15333333333334,"[147.46, 146.27, 150.73]"
2205,NNN157D,purple,130.77,"[124.17, 147.03, 167.57, 97.99, 122.77, 125.09]"
2210,mrfp1,red,148.13666666666666,"[147.29, 146.4, 150.72]"
2210,NNN157D,purple,131.1783333333333,"[124.74, 147.34, 168.2, 98.55, 122.5, 125.74]"
2215,mrfp1,red,147.73333333333335,"[146.83, 146.1, 150.27]"
2215,NNN157D,purple,131.03666666666666,"[124.73, 146.83, 168.43, 98.34, 122.55, 125.34]"
2220,mrfp1,red,148.42333333333332,"[147.7, 146.84, 150.73]"
2220,NNN157D,purple,131.58166666666668,"[124.74, 148.33, 168.46, 98.98, 123.2, 125.78]"
2225,NNN157D,purple,131.59666666666666,"[124.86, 148.31, 168.34, 98.63, 122.97, 126.47]"
2225,mrfp1,red,148.29666666666668,"[147.43, 146.9, 150.56]"
2230,mrfp1,red,148.38,"[147.59, 146.77, 150.78]"
2230,NNN157D,purple,131.635,"[124.88, 147.92, 168.42, 99.22, 122.9, 126.47]"
2235,mrfp1,red,148.34666666666666,"[147.69, 146.51, 150.84]"
2235,NNN157D,purple,130.69833333333335,"[124.28, 146.82, 167.79, 97.33, 122.53, 125.44]"
2240,mrfp1,red,147.82999999999998,"[147.14, 146.16, 150.19]"
2240,NNN157D,purple,131.09,"[124.42, 146.81, 167.56, 98.25, 123.14, 126.36]"
2245,NNN157D,purple,131.23833333333334,"[124.39, 147.31, 167.8, 99.18, 122.82, 125.93]"
2245,mrfp1,red,148.5233333333333,"[147.39, 147.15, 151.03]"
2250,mrfp1,red,148.29999999999998,"[147.66, 146.79, 150.45]"
2250,NNN157D,purple,131.20833333333334,"[125.01, 147.17, 168.29, 98.87, 122.19, 125.72]"
2255,mrfp1,red,148.13333333333333,"[147.19, 146.59, 150.62]"
2255,NNN157D,purple,130.79333333333332,"[124.65, 146.35, 168.46, 97.89, 122.16, 125.25]"
2260,mrfp1,red,148.11999999999998,"[147.43, 146.23, 150.7]"
2260,NNN157D,purple,130.895,"[123.94, 147.14, 168.03, 98.11, 122.79, 125.36]"
2265,mrfp1,red,147.61333333333334,"[146.58, 146.33, 149.93]"
2265,NNN157D,purple,130.80833333333334,"[124.31, 147.26, 168.22, 97.2, 122.44, 125.42]"
2270,NNN157D,purple,131.45333333333332,"[124.78, 147.76, 168.74, 98.28, 123.13, 126.03]"
2270,mrfp1,red,148.17,"[147.64, 146.54, 150.33]"
2275,mrfp1,red,147.96,"[147.22, 146.44, 150.22]"
2275,NNN157D,purple,130.755,"[124.78, 146.8, 168.04, 97.95, 121.67, 125.29]"
2280,mrfp1,red,148.04333333333332,"[146.95, 146.7, 150.48]"
2280,NNN157D,purple,130.90833333333333,"[123.98, 147.74, 167.91, 98.01, 122.53, 125.28]"
2285,mrfp1,red,148.48999999999998,"[147.39, 147.04, 151.04]"
2285,NNN157D,purple,131.37166666666667,"[124.78, 147.16, 168.52, 98.56, 123.02, 126.19]"
2290,mrfp1,red,142.63,"[142.15, 140.91, 144.83]"
2290,NNN157D,purple,125.96666666666664,"[119.67, 141.78, 164.66, 93.52, 116.75, 119.42]"
2295,mrfp1,red,147.49,"[146.72, 146.14, 149.61]"
2295,NNN157D,purple,130.94000000000003,"[124.2, 147.36, 167.77, 98.11, 122.11, 126.09]"
2300,mrfp1,red,148.40333333333334,"[147.24, 146.97, 151.0]"
2300,NNN157D,purple,131.29833333333332,"[124.74, 147.17, 168.84, 98.72, 123.02, 125.3]"
2305,mrfp1,red,147.91333333333333,"[147.41, 146.86, 149.47]"
2305,NNN157D,purple,130.8766666666667,"[124.32, 146.19, 168.43, 98.89, 122.07, 125.36]"
2310,mrfp1,red,148.06333333333336,"[147.11, 146.24, 150.84]"
2310,NNN157D,purple,130.84166666666667,"[124.84, 146.58, 167.83, 97.2, 122.71, 125.89]"
2315,NNN157D,purple,130.88333333333333,"[124.57, 146.85, 167.77, 98.18, 122.08, 125.85]"
2315,mrfp1,red,148.28333333333333,"[147.57, 146.58, 150.7]"
2320,mrfp1,red,148.24333333333334,"[147.49, 146.46, 150.78]"
2320,NNN157D,purple,131.07333333333335,"[125.06, 147.17, 167.77, 98.29, 122.22, 125.93]"
2325,mrfp1,red,148.16333333333333,"[147.59, 146.68, 150.22]"
2325,NNN157D,purple,131.1916666666667,"[125.03, 147.05, 167.8, 98.27, 122.74, 126.26]"
2330,mrfp1,red,148.1766666666667,"[146.86, 146.96, 150.71]"
2330,NNN157D,purple,130.60500000000002,"[124.1, 146.15, 167.71, 98.18, 122.01, 125.48]"
2335,NNN157D,purple,130.76166666666668,"[123.92, 146.51, 167.63, 98.15, 122.39, 125.97]"
2335,mrfp1,red,148.14333333333337,"[147.65, 146.18, 150.6]"
2340,mrfp1,red,148.01,"[147.22, 146.33, 150.48]"
2340,NNN157D,purple,130.76833333333332,"[124.38, 147.1, 167.91, 97.53, 122.75, 124.94]"
2345,mrfp1,red,147.63,"[146.92, 145.97, 150.0]"
2345,NNN157D,purple,130.65666666666667,"[124.17, 146.28, 167.92, 97.48, 122.76, 125.33]"
2350,mrfp1,red,147.6266666666667,"[146.55, 146.26, 150.07]"
2350,NNN157D,purple,130.80166666666665,"[124.87, 146.6, 167.69, 97.7, 122.53, 125.42]"
2355,NNN157D,purple,130.7516666666667,"[124.22, 146.71, 167.96, 97.24, 122.35, 126.03]"
2355,mrfp1,red,148.29,"[147.55, 146.61, 150.71]"
2360,NNN157D,purple,130.66833333333332,"[124.78, 146.75, 167.87, 97.0, 122.34, 125.27]"
2360,mrfp1,red,147.79,"[146.93, 146.48, 149.96]"
2365,mrfp1,red,147.61333333333332,"[146.79, 146.36, 149.69]"
2365,NNN157D,purple,130.5716666666667,"[124.56, 146.21, 167.65, 97.73, 122.6, 124.68]"
2370,mrfp1,red,147.42333333333332,"[146.89, 145.71, 149.67]"
2370,NNN157D,purple,130.43499999999997,"[124.11, 146.68, 167.93, 97.17, 121.79, 124.93]"
2375,mrfp1,red,147.45666666666665,"[146.38, 146.17, 149.82]"
2375,NNN157D,purple,130.77166666666668,"[124.96, 146.18, 167.59, 98.2, 122.17, 125.53]"
2380,mrfp1,red,147.66,"[147.22, 145.67, 150.09]"
2380,NNN157D,purple,130.61499999999998,"[124.84, 145.83, 167.73, 97.73, 122.39, 125.17]"
2385,NNN157D,purple,130.64833333333337,"[124.68, 146.53, 167.59, 97.06, 122.45, 125.58]"
2385,mrfp1,red,147.93000000000004,"[146.34, 147.37, 150.08]"
2390,mrfp1,red,147.58333333333334,"[146.59, 146.19, 149.97]"
2390,NNN157D,purple,130.98,"[125.17, 146.23, 168.04, 97.49, 122.89, 126.06]"
2395,mrfp1,red,147.48666666666665,"[146.96, 146.2, 149.3]"
